Customer_Name,Customer_ID,Segment,Region
Jill Fjeld,Jill Fjeld,Consumer,East
Alan Shonely,Alan Shonely,Consumer,West
Helen Andreada,Helen Andreada,Consumer,West
Duane Noonan,Duane Noonan,Consumer,West
Barry Pond,Barry Pond,Corporate,Central
Sibella Parks,Sibella Parks,Corporate,East
Michelle Arnett,Michelle Arnett,Home Office,South
Zuschuss Carroll,Zuschuss Carroll,Consumer,West
Jim Epp,Jim Epp,Corporate,East
Toby Carlisle,Toby Carlisle,Consumer,East
Hunter Glantz,Hunter Glantz,Consumer,Central
Anna Chung,Anna Chung,Consumer,East
Dan Lawera,Dan Lawera,Consumer,South
Lynn Smith,Lynn Smith,Consumer,West
Evan Bailliet,Evan Bailliet,Consumer,Central
Tracy Blumstein,Tracy Blumstein,Consumer,Central
Alan Schoenberger,Alan Schoenberger,Corporate,South
Luke Schmidt,Luke Schmidt,Corporate,South
Edward Hooks,Edward Hooks,Corporate,East
Ivan Gibson,Ivan Gibson,Consumer,West
Eugene Hildebrand,Eugene Hildebrand,Home Office,West
Jeremy Farry,Jeremy Farry,Consumer,West
Rachel Payne,Rachel Payne,Corporate,West
Lindsay Shagiari,Lindsay Shagiari,Home Office,Central
Patrick O'Donnell,Patrick O'Donnell,Consumer,Central
Fred Hopkins,Fred Hopkins,Corporate,South
Frank Hawley,Frank Hawley,Corporate,South
Tracy Blumstein,Tracy Blumstein,Consumer,East
Sylvia Foulston,Sylvia Foulston,Corporate,West
Maureen Gastineau,Maureen Gastineau,Home Office,East
Nicole Brennan,Nicole Brennan,Corporate,South
Daniel Byrd,Daniel Byrd,Home Office,South
Arthur Prichep,Arthur Prichep,Consumer,South
Evan Henry,Evan Henry,Consumer,East
Angele Hood,Angele Hood,Consumer,West
Ross DeVincentis,Ross DeVincentis,Home Office,South
Todd Sumrall,Todd Sumrall,Corporate,West
Bill Tyler,Bill Tyler,Corporate,Central
Sue Ann Reed,Sue Ann Reed,Consumer,Central
Noah Childs,Noah Childs,Corporate,Central
Greg Guthrie,Greg Guthrie,Corporate,West
Anthony Jacobs,Anthony Jacobs,Corporate,East
Nancy Lomonaco,Nancy Lomonaco,Home Office,West
Anne McFarland,Anne McFarland,Consumer,East
Amy Cox,Amy Cox,Consumer,West
Ken Heidel,Ken Heidel,Corporate,South
Erin Ashbrook,Erin Ashbrook,Corporate,East
Suzanne McNair,Suzanne McNair,Corporate,Central
Russell Applegate,Russell Applegate,Consumer,West
Daniel Lacy,Daniel Lacy,Consumer,East
Deirdre Greer,Deirdre Greer,Corporate,East
Natalie DeCherney,Natalie DeCherney,Consumer,West
Paul Lucas,Paul Lucas,Home Office,West
Roger Demir,Roger Demir,Consumer,East
Shahid Hopkins,Shahid Hopkins,Consumer,West
Julie Kriz,Julie Kriz,Home Office,South
Liz Carlisle,Liz Carlisle,Consumer,East
Steven Ward,Steven Ward,Corporate,West
Patrick O'Brill,Patrick O'Brill,Consumer,Central
Denise Monton,Denise Monton,Corporate,East
Speros Goranitis,Speros Goranitis,Consumer,East
Stephanie Phelps,Stephanie Phelps,Corporate,Central
Annie Thurman,Annie Thurman,Consumer,South
Tracy Collins,Tracy Collins,Home Office,West
Shahid Hopkins,Shahid Hopkins,Consumer,South
Odella Nelson,Odella Nelson,Corporate,South
William Brown,William Brown,Consumer,West
Sam Zeldin,Sam Zeldin,Home Office,East
Tiffany House,Tiffany House,Corporate,West
MaryBeth Skach,MaryBeth Skach,Consumer,West
Nathan Mautz,Nathan Mautz,Home Office,East
Deanra Eno,Deanra Eno,Home Office,West
Maribeth Dona,Maribeth Dona,Consumer,East
Barry Gonzalez,Barry Gonzalez,Consumer,South
Steven Roelle,Steven Roelle,Home Office,South
George Ashbrook,George Ashbrook,Consumer,South
Lena Hernandez,Lena Hernandez,Consumer,West
Tamara Chand,Tamara Chand,Corporate,Central
Troy Blackwell,Troy Blackwell,Consumer,West
Bart Pistole,Bart Pistole,Corporate,East
Steven Cartwright,Steven Cartwright,Consumer,Central
Emily Burns,Emily Burns,Consumer,West
Benjamin Farhat,Benjamin Farhat,Home Office,East
Jeremy Pistek,Jeremy Pistek,Consumer,West
Ruben Dartt,Ruben Dartt,Consumer,West
Pete Kriz,Pete Kriz,Consumer,Central
Matt Abelman,Matt Abelman,Home Office,West
Brosina Hoffman,Brosina Hoffman,Consumer,Central
Tom Stivers,Tom Stivers,Corporate,East
Tracy Zic,Tracy Zic,Consumer,West
Karen Daniels,Karen Daniels,Consumer,Central
Roy Französisch,Roy Französisch,Consumer,Central
Darren Budd,Darren Budd,Corporate,Central
Denise Monton,Denise Monton,Corporate,South
Maris LaWare,Maris LaWare,Consumer,East
Candace McMahon,Candace McMahon,Corporate,Central
Chris Cortes,Chris Cortes,Consumer,South
Jeremy Lonsdale,Jeremy Lonsdale,Consumer,Central
Robert Marley,Robert Marley,Home Office,East
Jamie Frazer,Jamie Frazer,Consumer,South
Shahid Shariari,Shahid Shariari,Consumer,West
Peter Bühler,Peter Bühler,Consumer,Central
Justin Deggeller,Justin Deggeller,Corporate,West
Alan Barnes,Alan Barnes,Consumer,Central
Steven Roelle,Steven Roelle,Home Office,Central
Rick Huthwaite,Rick Huthwaite,Home Office,Central
Adam Hart,Adam Hart,Corporate,West
Yoseph Carroll,Yoseph Carroll,Corporate,East
Cassandra Brandow,Cassandra Brandow,Consumer,Central
Randy Bradley,Randy Bradley,Consumer,East
John Grady,John Grady,Corporate,West
Ann Blume,Ann Blume,Corporate,Central
MaryBeth Skach,MaryBeth Skach,Consumer,East
Julie Creighton,Julie Creighton,Corporate,Central
Carlos Soltero,Carlos Soltero,Consumer,East
Michael Kennedy,Michael Kennedy,Corporate,Central
Joe Kamberova,Joe Kamberova,Consumer,Central
Pierre Wener,Pierre Wener,Consumer,West
Dennis Bolton,Dennis Bolton,Home Office,West
Georgia Rosenberg,Georgia Rosenberg,Corporate,East
Alan Dominguez,Alan Dominguez,Home Office,East
John Murray,John Murray,Consumer,East
Ruben Dartt,Ruben Dartt,Consumer,East
Mitch Webber,Mitch Webber,Consumer,Central
Robert Marley,Robert Marley,Home Office,South
Dave Hallsten,Dave Hallsten,Corporate,South
Georgia Rosenberg,Georgia Rosenberg,Corporate,West
Steve Carroll,Steve Carroll,Home Office,West
Jason Klamczynski,Jason Klamczynski,Corporate,Central
Evan Henry,Evan Henry,Consumer,Central
Tony Chapman,Tony Chapman,Home Office,Central
Robert Barroso,Robert Barroso,Corporate,South
Susan Pistek,Susan Pistek,Consumer,West
Emily Ducich,Emily Ducich,Home Office,Central
Saphhira Shifley,Saphhira Shifley,Corporate,Central
Bobby Trafton,Bobby Trafton,Consumer,Central
Damala Kotsonis,Damala Kotsonis,Corporate,Central
Phillip Breyer,Phillip Breyer,Corporate,East
Sally Matthias,Sally Matthias,Consumer,West
Nat Gilpin,Nat Gilpin,Corporate,Central
Alyssa Tate,Alyssa Tate,Home Office,East
Nathan Gelder,Nathan Gelder,Consumer,East
Harold Pawlan,Harold Pawlan,Home Office,South
Harold Ryan,Harold Ryan,Corporate,West
Thea Hendricks,Thea Hendricks,Consumer,East
Vivek Gonzalez,Vivek Gonzalez,Consumer,West
Darren Koutras,Darren Koutras,Consumer,Central
Richard Bierner,Richard Bierner,Consumer,Central
Andy Reiter,Andy Reiter,Consumer,East
Laurel Workman,Laurel Workman,Corporate,West
Lynn Smith,Lynn Smith,Consumer,East
Luke Schmidt,Luke Schmidt,Corporate,West
Joel Eaton,Joel Eaton,Consumer,Central
Lindsay Shagiari,Lindsay Shagiari,Home Office,West
Natalie Webber,Natalie Webber,Consumer,West
Jack O'Briant,Jack O'Briant,Corporate,East
Duane Huffman,Duane Huffman,Home Office,West
Matthew Clasen,Matthew Clasen,Corporate,Central
Mary O'Rourke,Mary O'Rourke,Consumer,East
Brian Thompson,Brian Thompson,Consumer,Central
Sheri Gordon,Sheri Gordon,Consumer,West
Bart Folk,Bart Folk,Consumer,South
Philip Brown,Philip Brown,Consumer,East
Bill Stewart,Bill Stewart,Corporate,Central
Corey-Lock,Corey-Lock,Consumer,East
Alan Hwang,Alan Hwang,Consumer,West
Jeremy Lonsdale,Jeremy Lonsdale,Consumer,East
Randy Ferguson,Randy Ferguson,Corporate,South
Resi Pölking,Resi Pölking,Consumer,Central
Toby Ritter,Toby Ritter,Consumer,West
Toby Braunhardt,Toby Braunhardt,Consumer,South
Joe Kamberova,Joe Kamberova,Consumer,East
Matt Connell,Matt Connell,Corporate,Central
Matt Collins,Matt Collins,Consumer,Central
Elizabeth Moffitt,Elizabeth Moffitt,Corporate,South
David Philippe,David Philippe,Consumer,East
Michael Dominguez,Michael Dominguez,Corporate,Central
Katherine Nockton,Katherine Nockton,Corporate,East
Odella Nelson,Odella Nelson,Corporate,East
Nathan Gelder,Nathan Gelder,Consumer,Central
Cathy Prescott,Cathy Prescott,Corporate,East
Brendan Sweed,Brendan Sweed,Corporate,West
Nona Balk,Nona Balk,Corporate,East
Rob Lucas,Rob Lucas,Consumer,West
Roy Collins,Roy Collins,Consumer,South
Joni Blumstein,Joni Blumstein,Consumer,West
David Kendrick,David Kendrick,Corporate,Central
Roland Schwarz,Roland Schwarz,Corporate,West
Ryan Crowe,Ryan Crowe,Consumer,West
Berenike Kampe,Berenike Kampe,Consumer,Central
Ann Steele,Ann Steele,Home Office,West
Frank Preis,Frank Preis,Consumer,West
Erica Hernandez,Erica Hernandez,Home Office,West
Patrick O'Brill,Patrick O'Brill,Consumer,South
Thomas Boland,Thomas Boland,Corporate,Central
Tim Brockman,Tim Brockman,Consumer,West
Jim Karlsson,Jim Karlsson,Consumer,West
Denny Joy,Denny Joy,Corporate,West
Dario Medina,Dario Medina,Corporate,West
Cyma Kinney,Cyma Kinney,Corporate,West
Frank Preis,Frank Preis,Consumer,East
Thomas Seio,Thomas Seio,Corporate,Central
Sally Hughsby,Sally Hughsby,Corporate,West
Sally Matthias,Sally Matthias,Consumer,East
Philip Brown,Philip Brown,Consumer,South
Logan Haushalter,Logan Haushalter,Consumer,West
Craig Yedwab,Craig Yedwab,Corporate,Central
Nora Preis,Nora Preis,Consumer,West
Ellis Ballard,Ellis Ballard,Corporate,Central
Katherine Ducich,Katherine Ducich,Consumer,West
Randy Ferguson,Randy Ferguson,Corporate,West
Kimberly Carter,Kimberly Carter,Corporate,South
Ralph Arnett,Ralph Arnett,Consumer,Central
Bryan Mills,Bryan Mills,Consumer,South
Sung Shariari,Sung Shariari,Consumer,East
Cari Sayre,Cari Sayre,Corporate,Central
Tom Boeckenhauer,Tom Boeckenhauer,Consumer,East
Joy Daniels,Joy Daniels,Consumer,Central
Mick Crebagga,Mick Crebagga,Consumer,Central
Jas O'Carroll,Jas O'Carroll,Consumer,West
Sung Pak,Sung Pak,Corporate,Central
Ed Braxton,Ed Braxton,Corporate,East
Laurel Elliston,Laurel Elliston,Consumer,South
Ed Jacobs,Ed Jacobs,Consumer,Central
Kean Nguyen,Kean Nguyen,Corporate,South
Sean Christensen,Sean Christensen,Consumer,Central
Stefanie Holloman,Stefanie Holloman,Corporate,West
Chad Cunningham,Chad Cunningham,Home Office,West
Steve Chapman,Steve Chapman,Corporate,Central
Roy Französisch,Roy Französisch,Consumer,South
Erin Creighton,Erin Creighton,Consumer,East
Irene Maddox,Irene Maddox,Consumer,South
Mike Kennedy,Mike Kennedy,Consumer,South
Bart Pistole,Bart Pistole,Corporate,West
Adrian Barton,Adrian Barton,Consumer,Central
William Brown,William Brown,Consumer,Central
Tony Sayre,Tony Sayre,Consumer,South
Penelope Sewall,Penelope Sewall,Home Office,South
Carol Triggs,Carol Triggs,Consumer,West
Toby Carlisle,Toby Carlisle,Consumer,West
Michael Chen,Michael Chen,Consumer,West
John Castell,John Castell,Consumer,East
Dennis Pardue,Dennis Pardue,Home Office,South
Gary McGarr,Gary McGarr,Consumer,West
Tamara Willingham,Tamara Willingham,Home Office,East
Khloe Miller,Khloe Miller,Consumer,West
Nora Preis,Nora Preis,Consumer,Central
Bradley Talbott,Bradley Talbott,Home Office,East
Tiffany House,Tiffany House,Corporate,East
Michelle Ellison,Michelle Ellison,Corporate,Central
Sarah Foster,Sarah Foster,Consumer,Central
Craig Carreira,Craig Carreira,Consumer,South
Luke Foster,Luke Foster,Consumer,South
Adam Shillingsburg,Adam Shillingsburg,Consumer,West
Julie Creighton,Julie Creighton,Corporate,West
Andy Yotov,Andy Yotov,Corporate,East
Clytie Kelty,Clytie Kelty,Consumer,West
Christina Anderson,Christina Anderson,Consumer,Central
Kelly Lampkin,Kelly Lampkin,Corporate,West
Maureen Gnade,Maureen Gnade,Consumer,East
Alan Dominguez,Alan Dominguez,Home Office,Central
Alyssa Tate,Alyssa Tate,Home Office,West
Tamara Chand,Tamara Chand,Corporate,South
Thomas Brumley,Thomas Brumley,Home Office,East
Nathan Cano,Nathan Cano,Consumer,Central
Maribeth Dona,Maribeth Dona,Consumer,West
Sung Pak,Sung Pak,Corporate,East
Debra Catini,Debra Catini,Consumer,Central
Anthony Johnson,Anthony Johnson,Corporate,West
Michael Granlund,Michael Granlund,Home Office,Central
Zuschuss Carroll,Zuschuss Carroll,Consumer,Central
Shui Tom,Shui Tom,Consumer,West
Ricardo Emerson,Ricardo Emerson,Consumer,East
Stefania Perrino,Stefania Perrino,Corporate,Central
Alex Russell,Alex Russell,Corporate,East
Ken Brennan,Ken Brennan,Corporate,Central
Guy Armstrong,Guy Armstrong,Consumer,East
Dorothy Dickinson,Dorothy Dickinson,Consumer,South
Maureen Fritzler,Maureen Fritzler,Corporate,West
Katherine Murray,Katherine Murray,Home Office,East
James Lanier,James Lanier,Home Office,West
Gary Mitchum,Gary Mitchum,Home Office,East
Pamela Coakley,Pamela Coakley,Corporate,East
Claudia Bergmann,Claudia Bergmann,Corporate,East
Victoria Wilson,Victoria Wilson,Corporate,East
Sylvia Foulston,Sylvia Foulston,Corporate,Central
Amy Hunt,Amy Hunt,Consumer,Central
Andrew Gjertsen,Andrew Gjertsen,Corporate,South
Chris Selesnick,Chris Selesnick,Corporate,Central
Stefania Perrino,Stefania Perrino,Corporate,West
Cindy Schnelling,Cindy Schnelling,Corporate,East
Yana Sorensen,Yana Sorensen,Corporate,East
Karen Seio,Karen Seio,Corporate,South
Amy Hunt,Amy Hunt,Consumer,South
Scott Cohen,Scott Cohen,Corporate,East
Carl Weiss,Carl Weiss,Home Office,West
Cyra Reiten,Cyra Reiten,Home Office,South
Elizabeth Moffitt,Elizabeth Moffitt,Corporate,West
Sean Christensen,Sean Christensen,Consumer,West
Joseph Holt,Joseph Holt,Consumer,South
Jeremy Pistek,Jeremy Pistek,Consumer,Central
Karl Braun,Karl Braun,Consumer,Central
Pauline Webber,Pauline Webber,Corporate,East
Ken Heidel,Ken Heidel,Corporate,West
Allen Armold,Allen Armold,Consumer,Central
Rick Wilson,Rick Wilson,Corporate,West
Lori Olson,Lori Olson,Corporate,South
Victoria Wilson,Victoria Wilson,Corporate,West
Trudy Schmidt,Trudy Schmidt,Consumer,Central
Ivan Liston,Ivan Liston,Consumer,East
Damala Kotsonis,Damala Kotsonis,Corporate,South
Lisa Hazard,Lisa Hazard,Consumer,East
Frank Atkinson,Frank Atkinson,Corporate,Central
Sarah Jordon,Sarah Jordon,Consumer,West
Jill Fjeld,Jill Fjeld,Consumer,Central
Justin MacKendrick,Justin MacKendrick,Consumer,West
Roy Phan,Roy Phan,Corporate,Central
Rob Dowd,Rob Dowd,Consumer,West
Guy Thornton,Guy Thornton,Consumer,West
Ann Blume,Ann Blume,Corporate,West
Joe Elijah,Joe Elijah,Consumer,West
Pierre Wener,Pierre Wener,Consumer,East
Penelope Sewall,Penelope Sewall,Home Office,Central
Lindsay Castell,Lindsay Castell,Home Office,East
Erin Smith,Erin Smith,Corporate,East
Bill Tyler,Bill Tyler,Corporate,East
Nora Paige,Nora Paige,Consumer,West
Valerie Dominguez,Valerie Dominguez,Consumer,South
Dave Hallsten,Dave Hallsten,Corporate,West
Tracy Poddar,Tracy Poddar,Corporate,Central
Shui Tom,Shui Tom,Consumer,South
Dave Kipp,Dave Kipp,Consumer,West
Luke Foster,Luke Foster,Consumer,East
Alan Haines,Alan Haines,Corporate,East
Jennifer Jackson,Jennifer Jackson,Consumer,Central
John Lucas,John Lucas,Consumer,West
Eugene Moren,Eugene Moren,Home Office,East
Dana Kaydos,Dana Kaydos,Consumer,Central
Frank Olsen,Frank Olsen,Consumer,Central
Anthony Rawles,Anthony Rawles,Corporate,East
Toby Gnade,Toby Gnade,Consumer,South
Noel Staavos,Noel Staavos,Corporate,Central
Ken Black,Ken Black,Corporate,East
Toby Swindell,Toby Swindell,Consumer,Central
Edward Becker,Edward Becker,Corporate,South
Evan Bailliet,Evan Bailliet,Consumer,South
Karen Seio,Karen Seio,Corporate,West
Jeremy Ellison,Jeremy Ellison,Consumer,West
Maurice Satty,Maurice Satty,Consumer,South
Monica Federle,Monica Federle,Corporate,West
Christopher Martinez,Christopher Martinez,Consumer,South
Michael Stewart,Michael Stewart,Corporate,East
Harold Ryan,Harold Ryan,Corporate,East
Fred Hopkins,Fred Hopkins,Corporate,West
Berenike Kampe,Berenike Kampe,Consumer,West
Jesus Ocampo,Jesus Ocampo,Home Office,West
Dan Campbell,Dan Campbell,Consumer,South
Corinna Mitchell,Corinna Mitchell,Home Office,Central
Bart Watters,Bart Watters,Corporate,Central
Dave Hallsten,Dave Hallsten,Corporate,East
Bryan Mills,Bryan Mills,Consumer,West
Julia West,Julia West,Consumer,South
Debra Catini,Debra Catini,Consumer,South
Fred Wasserman,Fred Wasserman,Corporate,South
Dean Braden,Dean Braden,Consumer,Central
Alice McCarthy,Alice McCarthy,Corporate,West
Julia Dunbar,Julia Dunbar,Consumer,Central
Ben Peterman,Ben Peterman,Corporate,South
Dennis Pardue,Dennis Pardue,Home Office,Central
Cathy Prescott,Cathy Prescott,Corporate,West
Benjamin Venier,Benjamin Venier,Corporate,South
Ellis Ballard,Ellis Ballard,Corporate,West
Gene McClure,Gene McClure,Consumer,East
Alan Barnes,Alan Barnes,Consumer,West
John Huston,John Huston,Consumer,East
Chad McGuire,Chad McGuire,Consumer,East
Denny Ordway,Denny Ordway,Consumer,West
Daniel Raglin,Daniel Raglin,Home Office,Central
Fred Chung,Fred Chung,Corporate,Central
Ed Braxton,Ed Braxton,Corporate,Central
Scott Cohen,Scott Cohen,Corporate,South
Michael Oakman,Michael Oakman,Consumer,Central
John Dryer,John Dryer,Consumer,West
Jennifer Ferguson,Jennifer Ferguson,Consumer,West
Greg Guthrie,Greg Guthrie,Corporate,South
Carol Adams,Carol Adams,Corporate,West
Valerie Takahito,Valerie Takahito,Home Office,East
Mark Hamilton,Mark Hamilton,Consumer,South
Thomas Thornton,Thomas Thornton,Consumer,Central
Frank Merwin,Frank Merwin,Home Office,East
Peter Fuller,Peter Fuller,Consumer,Central
Ivan Gibson,Ivan Gibson,Consumer,East
Mick Crebagga,Mick Crebagga,Consumer,East
Jay Kimmel,Jay Kimmel,Consumer,West
Eugene Hildebrand,Eugene Hildebrand,Home Office,East
Sanjit Engle,Sanjit Engle,Consumer,East
Andy Reiter,Andy Reiter,Consumer,West
Robert Dilbeck,Robert Dilbeck,Home Office,West
Heather Jas,Heather Jas,Home Office,West
Eugene Barchas,Eugene Barchas,Consumer,West
Bill Tyler,Bill Tyler,Corporate,West
Sonia Sunley,Sonia Sunley,Consumer,Central
Anthony Witt,Anthony Witt,Consumer,West
Frank Preis,Frank Preis,Consumer,Central
Theone Pippenger,Theone Pippenger,Consumer,West
Brad Norvell,Brad Norvell,Corporate,East
George Ashbrook,George Ashbrook,Consumer,West
Nathan Cano,Nathan Cano,Consumer,West
Roland Fjeld,Roland Fjeld,Consumer,East
Michael Paige,Michael Paige,Corporate,Central
Olvera Toch,Olvera Toch,Consumer,Central
Erica Smith,Erica Smith,Consumer,Central
Theresa Swint,Theresa Swint,Corporate,South
Juliana Krohn,Juliana Krohn,Consumer,South
Annie Zypern,Annie Zypern,Consumer,West
Deborah Brumfield,Deborah Brumfield,Home Office,East
John Lucas,John Lucas,Consumer,East
Linda Southworth,Linda Southworth,Corporate,West
Jill Stevenson,Jill Stevenson,Corporate,West
Pierre Wener,Pierre Wener,Consumer,Central
Sue Ann Reed,Sue Ann Reed,Consumer,South
Joel Eaton,Joel Eaton,Consumer,South
Bart Watters,Bart Watters,Corporate,West
Tony Chapman,Tony Chapman,Home Office,West
Shirley Daniels,Shirley Daniels,Home Office,Central
Ken Black,Ken Black,Corporate,West
Jane Waco,Jane Waco,Corporate,East
Benjamin Patterson,Benjamin Patterson,Consumer,East
Paul Stevenson,Paul Stevenson,Home Office,Central
Patrick O'Brill,Patrick O'Brill,Consumer,West
Jennifer Braxton,Jennifer Braxton,Corporate,West
David Bremer,David Bremer,Corporate,South
Julia Barnett,Julia Barnett,Home Office,West
Stewart Visinsky,Stewart Visinsky,Consumer,East
Lena Cacioppo,Lena Cacioppo,Consumer,West
Anna Häberlin,Anna Häberlin,Corporate,Central
Laura Armstrong,Laura Armstrong,Corporate,Central
Alan Schoenberger,Alan Schoenberger,Corporate,East
Stuart Van,Stuart Van,Corporate,Central
Anna Gayman,Anna Gayman,Consumer,Central
Daniel Lacy,Daniel Lacy,Consumer,Central
Alejandro Ballentine,Alejandro Ballentine,Home Office,East
Max Engle,Max Engle,Consumer,South
James Galang,James Galang,Consumer,Central
Rose O'Brian,Rose O'Brian,Consumer,West
Ben Ferrer,Ben Ferrer,Home Office,Central
Claudia Bergmann,Claudia Bergmann,Corporate,West
Jesus Ocampo,Jesus Ocampo,Home Office,East
Hunter Glantz,Hunter Glantz,Consumer,West
Fred Chung,Fred Chung,Corporate,East
Tracy Hopkins,Tracy Hopkins,Home Office,South
Dianna Vittorini,Dianna Vittorini,Consumer,East
Odella Nelson,Odella Nelson,Corporate,Central
Anthony Jacobs,Anthony Jacobs,Corporate,West
Henry Goldwyn,Henry Goldwyn,Corporate,East
Sarah Brown,Sarah Brown,Consumer,West
Kristen Hastings,Kristen Hastings,Corporate,East
Nathan Mautz,Nathan Mautz,Home Office,Central
Craig Yedwab,Craig Yedwab,Corporate,South
Muhammed MacIntyre,Muhammed MacIntyre,Corporate,Central
Justin Hirsh,Justin Hirsh,Consumer,West
Ben Ferrer,Ben Ferrer,Home Office,South
Neil Knudson,Neil Knudson,Home Office,West
Chad Cunningham,Chad Cunningham,Home Office,East
Victoria Pisteka,Victoria Pisteka,Corporate,East
Edward Nazzal,Edward Nazzal,Consumer,East
Brendan Dodson,Brendan Dodson,Home Office,South
Janet Molinari,Janet Molinari,Corporate,Central
Bill Donatelli,Bill Donatelli,Consumer,Central
Stephanie Phelps,Stephanie Phelps,Corporate,West
Sample Company A,Sample Company A,Home Office,East
Muhammed Lee,Muhammed Lee,Consumer,South
Elizabeth Moffitt,Elizabeth Moffitt,Corporate,East
Carl Weiss,Carl Weiss,Home Office,East
Ashley Jarboe,Ashley Jarboe,Consumer,Central
Catherine Glotzbach,Catherine Glotzbach,Home Office,West
Katrina Edelman,Katrina Edelman,Corporate,Central
Tracy Collins,Tracy Collins,Home Office,East
Becky Pak,Becky Pak,Consumer,West
Lauren Leatherbury,Lauren Leatherbury,Consumer,West
Brenda Bowman,Brenda Bowman,Corporate,Central
Edward Becker,Edward Becker,Corporate,East
Eleni McCrary,Eleni McCrary,Corporate,West
Harold Dahlen,Harold Dahlen,Home Office,East
Maureen Gnade,Maureen Gnade,Consumer,Central
Max Jones,Max Jones,Consumer,South
Anthony Garverick,Anthony Garverick,Home Office,South
Trudy Glocke,Trudy Glocke,Consumer,West
Jim Epp,Jim Epp,Corporate,South
Brian Dahlen,Brian Dahlen,Consumer,South
Jonathan Howell,Jonathan Howell,Consumer,South
Laurel Elliston,Laurel Elliston,Consumer,East
Giulietta Baptist,Giulietta Baptist,Consumer,East
Frank Carlisle,Frank Carlisle,Home Office,East
Jennifer Jackson,Jennifer Jackson,Consumer,West
Penelope Sewall,Penelope Sewall,Home Office,East
Amy Cox,Amy Cox,Consumer,South
Peter Fuller,Peter Fuller,Consumer,West
Lycoris Saunders,Lycoris Saunders,Consumer,Central
Lena Creighton,Lena Creighton,Consumer,East
Skye Norling,Skye Norling,Home Office,West
Keith Herrera,Keith Herrera,Consumer,South
Harold Ryan,Harold Ryan,Corporate,South
Bruce Geld,Bruce Geld,Consumer,West
Maria Etezadi,Maria Etezadi,Home Office,Central
Stewart Carmichael,Stewart Carmichael,Corporate,West
Becky Castell,Becky Castell,Home Office,East
Emily Phan,Emily Phan,Consumer,South
Shaun Weien,Shaun Weien,Consumer,East
Rick Duston,Rick Duston,Consumer,West
Christine Sundaresam,Christine Sundaresam,Consumer,West
Mark Van Huff,Mark Van Huff,Consumer,Central
Cathy Hwang,Cathy Hwang,Home Office,East
Jill Fjeld,Jill Fjeld,Consumer,West
Dennis Bolton,Dennis Bolton,Home Office,East
Valerie Dominguez,Valerie Dominguez,Consumer,Central
Mark Packer,Mark Packer,Home Office,South
Craig Yedwab,Craig Yedwab,Corporate,West
Dorothy Wardle,Dorothy Wardle,Corporate,East
Neil Französisch,Neil Französisch,Home Office,Central
Steven Cartwright,Steven Cartwright,Consumer,East
Michelle Moray,Michelle Moray,Consumer,East
Sheri Gordon,Sheri Gordon,Consumer,East
Karl Braun,Karl Braun,Consumer,South
Frank Atkinson,Frank Atkinson,Corporate,South
Steven Roelle,Steven Roelle,Home Office,East
Rob Haberlin,Rob Haberlin,Consumer,Central
Bruce Degenhardt,Bruce Degenhardt,Consumer,South
Julie Prescott,Julie Prescott,Home Office,West
Irene Maddox,Irene Maddox,Consumer,Central
Victor Preis,Victor Preis,Home Office,Central
Kalyca Meade,Kalyca Meade,Corporate,East
Darrin Martin,Darrin Martin,Consumer,Central
Kean Nguyen,Kean Nguyen,Corporate,Central
Brian Thompson,Brian Thompson,Consumer,East
Matt Collins,Matt Collins,Consumer,East
Emily Burns,Emily Burns,Consumer,South
Mike Vittorini,Mike Vittorini,Consumer,West
Eric Hoffmann,Eric Hoffmann,Consumer,West
Todd Sumrall,Todd Sumrall,Corporate,East
Clytie Kelty,Clytie Kelty,Consumer,East
Shahid Collister,Shahid Collister,Consumer,West
Fred McMath,Fred McMath,Consumer,Central
Rob Lucas,Rob Lucas,Consumer,Central
Sara Luxemburg,Sara Luxemburg,Home Office,Central
Natalie DeCherney,Natalie DeCherney,Consumer,East
Toby Gnade,Toby Gnade,Consumer,West
Michael Granlund,Michael Granlund,Home Office,East
Katrina Edelman,Katrina Edelman,Corporate,East
Victoria Brennan,Victoria Brennan,Corporate,Central
Jessica Myrick,Jessica Myrick,Consumer,West
Michael Paige,Michael Paige,Corporate,South
Roland Fjeld,Roland Fjeld,Consumer,West
Pauline Johnson,Pauline Johnson,Consumer,East
Karen Carlisle,Karen Carlisle,Corporate,East
Thais Sissman,Thais Sissman,Consumer,West
Ralph Kennedy,Ralph Kennedy,Consumer,Central
Melanie Seite,Melanie Seite,Consumer,East
Shirley Schmidt,Shirley Schmidt,Home Office,South
Russell D'Ascenzo,Russell D'Ascenzo,Consumer,West
Michelle Huthwaite,Michelle Huthwaite,Consumer,West
Ross Baird,Ross Baird,Home Office,East
Yana Sorensen,Yana Sorensen,Corporate,South
Cynthia Arntzen,Cynthia Arntzen,Consumer,West
Alan Shonely,Alan Shonely,Consumer,East
Patrick Gardner,Patrick Gardner,Consumer,South
Corey Catlett,Corey Catlett,Corporate,Central
Gary Hansen,Gary Hansen,Home Office,Central
Allen Rosenblatt,Allen Rosenblatt,Corporate,South
Darren Koutras,Darren Koutras,Consumer,West
Brad Eason,Brad Eason,Home Office,East
Corey-Lock,Corey-Lock,Consumer,West
Rachel Payne,Rachel Payne,Corporate,Central
Noel Staavos,Noel Staavos,Corporate,East
