Order_ID,Order_Date,Customer_ID,Product_Category,Discount,Profit,Quantity,Sales,Region
US-2021-115742,4/18/2020,Darren Powers,Office Supplies,0,35.3346,6,75.18,Central
US-2021-134271,4/18/2020,Roland Fjeld,Office Supplies,0,10.3071,3,21.93,East
US-2021-142601,4/18/2020,Deanra Eno,Office Supplies,0,27.882,2,61.96,West
US-2021-142601,4/18/2020,Deanra Eno,Office Supplies,0,9.4717,7,947.17,West
US-2021-163433,4/18/2020,Michael Paige,Furniture,0.3,-20.245,1,56.686,Central
US-2021-163433,4/18/2020,Michael Paige,Office Supplies,0.2,6.5058,3,74.352,Central
US-2021-163433,4/18/2020,Michael Paige,Office Supplies,0.2,0.8856,3,7.872,Central
US-2021-163433,4/18/2020,Michael Paige,Office Supplies,0.8,-2.2878,1,1.476,Central
US-2021-163433,4/18/2020,Michael Paige,Office Supplies,0.8,-6.8992,2,4.312,Central
US-2021-163433,4/18/2020,Michael Paige,Office Supplies,0.2,5.4432,3,15.552,Central
US-2021-163433,4/18/2020,Michael Paige,Technology,0.2,8.2848,2,41.424,Central
US-2021-163433,4/18/2020,Michael Paige,Technology,0.2,6.123,2,97.968,Central
US-2021-163433,4/18/2020,Michael Paige,Technology,0.2,24.4768,4,244.768,Central
US-2021-155369,4/19/2020,Patrick Gardner,Office Supplies,0.8,-52.8336,2,19.568,Central
US-2021-155369,4/19/2020,Patrick Gardner,Office Supplies,0.8,-512.1468,4,310.392,Central
US-2021-109169,4/20/2020,Olvera Toch,Office Supplies,0,81.432,2,180.96,Central
US-2021-142433,4/20/2020,Erica Smith,Office Supplies,0.2,44.046,3,117.456,Central
US-2021-149342,4/20/2020,Theresa Swint,Furniture,0,297.69,6,595.38,South
US-2021-149342,4/20/2020,Theresa Swint,Office Supplies,0,6.2208,2,12.96,South
US-2021-149342,4/20/2020,Theresa Swint,Technology,0,77.7519,3,287.97,South
US-2021-107678,4/21/2020,Juliana Krohn,Furniture,0,51.8292,2,191.96,South
US-2021-107678,4/21/2020,Juliana Krohn,Furniture,0,35.6796,3,209.88,South
US-2021-107678,4/21/2020,Juliana Krohn,Office Supplies,0,9.798,3,21.3,South
US-2021-107678,4/21/2020,Juliana Krohn,Technology,0,131.586,5,469.95,South
US-2021-151253,4/22/2020,Annie Zypern,Office Supplies,0,16.6764,3,64.14,West
US-2021-151253,4/22/2020,Annie Zypern,Technology,0.2,7.7679,3,88.776,West
US-2021-118227,4/24/2020,Deborah Brumfield,Office Supplies,0,7.5371,1,25.99,East
US-2021-112557,4/25/2020,John Lucas,Office Supplies,0,90.8292,3,206.43,East
US-2021-115420,4/25/2020,Linda Southworth,Office Supplies,0,9.8164,2,21.34,West
US-2021-130365,4/25/2020,Zuschuss Carroll,Furniture,0.3,-23.7822,3,128.058,Central
US-2021-130365,4/25/2020,Zuschuss Carroll,Office Supplies,0.2,-55.256,2,221.024,Central
US-2021-143602,4/25/2020,Jill Stevenson,Office Supplies,0.2,4.5318,3,13.944,West
US-2021-153878,4/25/2020,Trudy Schmidt,Office Supplies,0,76.272,5,272.4,Central
US-2021-153878,4/25/2020,Trudy Schmidt,Office Supplies,0,16.17,5,57.75,Central
US-2021-114839,4/26/2020,Pierre Wener,Furniture,0.3,-5.8346,2,408.422,Central
US-2021-122266,4/26/2020,Sue Ann Reed,Furniture,0.45,-76.6062,1,191.5155,South
US-2021-122266,4/26/2020,Sue Ann Reed,Office Supplies,0.2,0.4264,1,2.624,South
US-2021-134026,4/26/2020,Joel Eaton,Furniture,0.2,-114.3912,8,831.936,South
US-2021-134026,4/26/2020,Joel Eaton,Furniture,0.2,1.213,2,97.04,South
US-2021-134026,4/26/2020,Joel Eaton,Office Supplies,0.2,-18.196,1,72.784,South
US-2021-137302,4/26/2020,Bart Watters,Furniture,0.2,6.3936,3,63.936,West
US-2021-137302,4/26/2020,Bart Watters,Office Supplies,0,15.4752,3,59.52,West
US-2021-137302,4/26/2020,Bart Watters,Office Supplies,0.2,17.6232,3,50.352,West
US-2021-137302,4/26/2020,Bart Watters,Technology,0.2,38.997,3,311.976,West
US-2021-124450,4/27/2020,Greg Tran,Furniture,0,316.8825,3,1267.53,East
US-2021-124450,4/27/2020,Greg Tran,Office Supplies,0,8.8686,3,22.74,East
US-2021-124450,4/27/2020,Greg Tran,Technology,0,648.5624,8,1379.92,East
US-2021-151841,4/27/2020,Tony Chapman,Office Supplies,0.2,3.267,5,43.56,West
US-2021-151841,4/27/2020,Tony Chapman,Office Supplies,0.2,0.73,2,5.84,West
US-2021-120782,4/28/2020,Shirley Daniels,Office Supplies,0.1,41.496,1,186.732,Central
US-2021-120782,4/28/2020,Shirley Daniels,Office Supplies,0,1906.485,3,3812.97,Central
US-2021-130792,4/28/2020,Russell Applegate,Office Supplies,0.8,-20.3322,3,8.652,Central
US-2021-130792,4/28/2020,Russell Applegate,Office Supplies,0.8,-18.8728,4,12.176,Central
US-2021-130792,4/28/2020,Russell Applegate,Office Supplies,0.2,2.6811,3,23.832,Central
US-2021-157434,4/29/2020,Jim Kriz,Office Supplies,0.2,2.8884,2,7.968,East
US-2021-103716,4/30/2020,Ken Black,Office Supplies,0,9.702,3,34.65,West
US-2021-103716,4/30/2020,Ken Black,Technology,0.2,1.7325,5,19.8,West
US-2021-115238,4/30/2020,Jane Waco,Furniture,0,10.449,5,24.3,East
US-2021-115238,4/30/2020,Jane Waco,Furniture,0,3.792,1,9.48,East
US-2021-115238,4/30/2020,Jane Waco,Furniture,0,13.188,5,31.4,East
US-2021-115238,4/30/2020,Jane Waco,Office Supplies,0,3.1104,1,6.48,East
US-2021-115238,4/30/2020,Jane Waco,Technology,0,58.66,10,209.5,East
US-2021-135174,4/30/2020,Benjamin Patterson,Technology,0.4,-255.7425,5,1022.97,East
US-2021-164175,4/30/2020,Paul Stevenson,Furniture,0.3,-15.2225,5,213.115,Central
US-2021-104486,5/1/2020,Patrick O'Brill,Office Supplies,0.2,4.4138,1,12.176,West
US-2021-104486,5/1/2020,Patrick O'Brill,Office Supplies,0,10.4496,3,37.32,West
US-2021-104486,5/1/2020,Patrick O'Brill,Office Supplies,0,10.518,2,35.06,West
US-2021-145821,5/1/2020,Jennifer Braxton,Technology,0.2,11.094,3,88.752,West
US-2021-161998,5/1/2020,David Bremer,Furniture,0.2,14.2992,3,63.552,South
US-2021-161998,5/1/2020,David Bremer,Office Supplies,0.2,10.794,6,172.704,South
US-2021-161998,5/1/2020,David Bremer,Office Supplies,0.2,4.6548,3,41.376,South
US-2021-116687,5/2/2020,Noah Childs,Office Supplies,0.2,2.9889,3,8.856,Central
US-2021-116687,5/2/2020,Noah Childs,Technology,0.2,13.8579,3,158.376,Central
US-2021-107937,5/3/2020,Julia Barnett,Furniture,0,106.5408,6,665.88,West
US-2021-112130,5/3/2020,Stewart Visinsky,Furniture,0.3,-36.1764,6,844.116,East
US-2021-112130,5/3/2020,Stewart Visinsky,Office Supplies,0.2,6.5164,2,23.696,East
US-2021-112130,5/3/2020,Stewart Visinsky,Office Supplies,0.2,2.0475,7,18.2,East
US-2021-112130,5/3/2020,Stewart Visinsky,Office Supplies,0.2,14.2272,2,59.904,East
US-2021-112130,5/3/2020,Stewart Visinsky,Office Supplies,0.2,2.8884,2,7.968,East
US-2021-112130,5/3/2020,Stewart Visinsky,Office Supplies,0.2,-9.594,3,76.752,East
US-2021-112130,5/3/2020,Stewart Visinsky,Technology,0.2,-0.3444,3,27.552,East
US-2021-150770,5/3/2020,Lena Cacioppo,Office Supplies,0,2.5578,3,8.82,West
US-2021-150770,5/3/2020,Lena Cacioppo,Office Supplies,0.2,17.3488,2,49.568,West
US-2021-150770,5/3/2020,Lena Cacioppo,Office Supplies,0.2,21.8736,2,62.496,West
US-2021-150770,5/3/2020,Lena Cacioppo,Technology,0,122.3856,4,339.96,West
US-2021-160864,5/3/2020,Nicole Fjeld,Office Supplies,0.2,5.193,3,13.848,West
US-2021-110548,5/4/2020,Anna Häberlin,Technology,0.2,118.293,7,946.344,Central
US-2021-129700,5/4/2020,Laura Armstrong,Furniture,0.6,-8.9152,7,22.288,Central
US-2021-144253,5/4/2020,Alan Schoenberger,Furniture,0,12.864,2,26.8,East
US-2021-146290,5/4/2020,Stuart Van,Office Supplies,0,35.2604,7,125.93,Central
US-2021-137512,5/7/2020,Anna Gayman,Furniture,0.3,-31.3722,2,244.006,Central
US-2021-137512,5/7/2020,Anna Gayman,Office Supplies,0.2,5.3784,4,15.936,Central
US-2021-147879,5/7/2020,Chris Cortes,Office Supplies,0,21.0128,2,45.68,South
US-2021-109939,5/8/2020,Allen Armold,Office Supplies,0.2,0.5904,2,5.248,West
US-2021-113971,5/8/2020,Claudia Bergmann,Furniture,0.2,1.2528,6,8.352,East
US-2021-136798,5/8/2020,Daniel Lacy,Furniture,0,11.1564,3,123.96,Central
US-2021-136798,5/8/2020,Daniel Lacy,Office Supplies,0,21.99,2,43.98,Central
US-2021-136798,5/8/2020,Daniel Lacy,Technology,0,105.8316,3,377.97,Central
US-2021-142055,5/8/2020,Alejandro Ballentine,Office Supplies,0,18.2112,2,37.94,East
US-2021-160857,5/8/2020,Natalie Webber,Furniture,0.1,21.294,2,127.764,East
US-2021-160857,5/8/2020,Natalie Webber,Furniture,0,30.1872,3,79.44,East
US-2021-160857,5/8/2020,Natalie Webber,Office Supplies,0,9.3312,3,19.44,East
US-2021-160857,5/8/2020,Natalie Webber,Office Supplies,0,7.1586,3,357.93,East
US-2021-160857,5/8/2020,Natalie Webber,Technology,0.2,1014.9797,7,2799.944,East
US-2021-155635,5/9/2020,Max Engle,Office Supplies,0,23.9169,3,48.81,South
US-2021-129217,5/10/2020,Dennis Pardue,Office Supplies,0.8,-191.619,5,70.97,Central
US-2021-129217,5/10/2020,Dennis Pardue,Office Supplies,0.2,3.6784,2,36.784,Central
US-2021-144043,5/10/2020,Alan Barnes,Technology,0.2,-2.918,4,46.688,West
US-2021-135727,5/11/2020,Paul Stevenson,Furniture,0.2,16.7972,7,191.968,West
US-2021-122910,5/12/2020,Larry Tron,Technology,0.2,20.1584,2,201.584,West
US-2021-130876,5/12/2020,Annie Zypern,Office Supplies,0,9.8901,3,36.63,East
US-2021-131856,5/12/2020,James Galang,Furniture,0.6,-15.9268,4,21.968,Central
US-2021-131856,5/12/2020,James Galang,Office Supplies,0.2,41.5688,7,127.904,Central
US-2021-131856,5/12/2020,James Galang,Technology,0.2,69.6546,6,619.152,Central
US-2021-159380,5/12/2020,Cindy Stewart,Office Supplies,0,5.778,3,12.84,West
US-2021-159380,5/12/2020,Cindy Stewart,Office Supplies,0,11.556,6,25.68,West
US-2021-162607,5/12/2020,Rose O'Brian,Office Supplies,0.2,4.9248,3,14.592,West
US-2021-145835,5/13/2020,Ben Ferrer,Office Supplies,0.2,5.6,4,16,Central
US-2021-145835,5/13/2020,Ben Ferrer,Technology,0.2,16.6788,2,222.384,Central
US-2021-100146,5/14/2020,Claudia Bergmann,Furniture,0.15,41.9965,5,509.9575,West
US-2021-100146,5/14/2020,Claudia Bergmann,Furniture,0.2,-6.098,2,97.568,West
US-2021-100146,5/14/2020,Claudia Bergmann,Furniture,0.2,81.2646,3,722.352,West
US-2021-100146,5/14/2020,Claudia Bergmann,Furniture,0,34.4148,3,122.91,West
US-2021-119291,5/14/2020,Jesus Ocampo,Office Supplies,0.2,0.8088,1,2.696,East
US-2021-119291,5/14/2020,Jesus Ocampo,Office Supplies,0.2,17.3488,8,198.272,East
US-2021-119291,5/14/2020,Jesus Ocampo,Office Supplies,0.7,-13.6312,2,18.588,East
US-2021-119291,5/14/2020,Jesus Ocampo,Office Supplies,0.7,-3.4272,3,4.896,East
US-2021-119291,5/14/2020,Jesus Ocampo,Office Supplies,0.2,62.8075,7,200.984,East
US-2021-119291,5/14/2020,Jesus Ocampo,Office Supplies,0.2,17.76,4,47.36,East
US-2021-119291,5/14/2020,Jesus Ocampo,Office Supplies,0.2,31.7512,4,97.696,East
US-2021-165162,5/14/2020,Hunter Glantz,Office Supplies,0,55.896,4,1117.92,West
US-2021-138492,5/15/2020,Fred Chung,Office Supplies,0.2,-10.3936,2,51.968,East
US-2021-166604,5/15/2020,Anna Häberlin,Office Supplies,0,8.7906,3,17.94,South
US-2021-100769,5/16/2020,Tracy Hopkins,Technology,0.2,31.996,4,255.968,South
US-2021-100251,5/17/2020,Dianna Vittorini,Office Supplies,0,15.12,10,31.5,East
US-2021-100251,5/17/2020,Dianna Vittorini,Office Supplies,0,16.124,4,55.6,East
US-2021-117184,5/17/2020,Odella Nelson,Office Supplies,0.8,-49.92,5,33.28,Central
US-2021-117184,5/17/2020,Odella Nelson,Office Supplies,0.2,4.9308,3,14.088,Central
US-2021-165554,5/18/2020,Anthony Jacobs,Office Supplies,0,5.3214,2,10.86,West
US-2021-153535,5/20/2020,Sheri Gordon,Furniture,0.2,20.392,4,163.136,South
US-2021-153535,5/20/2020,Sheri Gordon,Office Supplies,0.7,-4.9128,4,6.408,South
US-2021-102806,5/21/2020,Henry Goldwyn,Office Supplies,0.7,-18.0312,2,24.588,East
US-2021-168914,5/21/2020,Joel Eaton,Office Supplies,0.8,-52.9584,8,20.768,Central
US-2021-169278,5/21/2020,Michelle Ellison,Office Supplies,0.2,8.7672,4,26.976,West
US-2021-149846,5/22/2020,Sarah Brown,Office Supplies,0,3.7996,2,8.26,West
US-2021-149846,5/22/2020,Sarah Brown,Office Supplies,0,29.3412,7,104.79,West
US-2021-149846,5/22/2020,Sarah Brown,Technology,0.2,334.4985,7,2973.32,West
US-2021-149846,5/22/2020,Sarah Brown,Technology,0.2,58.1796,6,775.728,West
US-2021-110569,5/23/2020,Emily Burns,Office Supplies,0.2,13.7016,4,121.792,West
US-2021-110569,5/23/2020,Emily Burns,Office Supplies,0.7,-12.796,7,19.194,West
US-2021-119102,5/23/2020,Kristen Hastings,Office Supplies,0,13.8915,3,51.45,East
US-2021-136805,5/23/2020,Nathan Mautz,Furniture,0,19.5858,9,75.33,Central
US-2021-136805,5/23/2020,Nathan Mautz,Office Supplies,0.1,245.7,5,850.5,Central
US-2021-154921,5/23/2020,Erin Ashbrook,Office Supplies,0,87.7443,3,186.69,South
US-2021-165512,5/24/2020,Vivek Sundaresam,Furniture,0.3,-163.5767,7,602.651,Central
US-2021-165512,5/24/2020,Vivek Sundaresam,Office Supplies,0.8,-13.0152,6,7.656,Central
US-2021-109708,5/25/2020,Craig Yedwab,Technology,0.2,58.38,4,467.04,South
US-2021-132941,5/25/2020,Muhammed MacIntyre,Office Supplies,0.2,11.7334,7,32.368,Central
US-2021-132941,5/25/2020,Muhammed MacIntyre,Office Supplies,0.2,1.6776,2,22.368,Central
US-2021-132941,5/25/2020,Muhammed MacIntyre,Technology,0.2,36.3972,2,207.984,Central
US-2021-138898,5/25/2020,Justin Hirsh,Office Supplies,0.2,84.5728,13,845.728,West
US-2021-141768,5/25/2020,Nora Pelletier,Furniture,0,4.8609,3,14.73,West
US-2021-152128,5/25/2020,Nathan Mautz,Office Supplies,0,8.0712,3,21.24,Central
US-2021-152128,5/25/2020,Nathan Mautz,Office Supplies,0,60.1412,2,127.96,Central
US-2021-113327,5/26/2020,Ben Ferrer,Office Supplies,0.2,4.4312,2,12.224,South
US-2021-113327,5/26/2020,Ben Ferrer,Office Supplies,0.2,53.8048,4,153.728,South
US-2021-113327,5/26/2020,Ben Ferrer,Office Supplies,0.2,5.9384,1,18.272,South
US-2021-113327,5/26/2020,Ben Ferrer,Technology,0.2,50.3832,7,167.944,South
US-2021-143147,5/26/2020,Pamela Stobb,Furniture,0.3,-28.6862,1,105.686,Central
US-2021-143147,5/26/2020,Pamela Stobb,Furniture,0.3,-4.497,5,104.93,Central
US-2021-143147,5/26/2020,Pamela Stobb,Technology,0.4,-79.908,2,399.54,Central
US-2021-148964,5/26/2020,Ruben Dartt,Furniture,0,7.8936,1,20.24,West
US-2021-118948,5/28/2020,Neil Knudson,Office Supplies,0,1.7901,3,6.63,West
US-2021-131758,5/28/2020,Karl Braun,Office Supplies,0,14.346,3,47.82,East
US-2021-131758,5/28/2020,Karl Braun,Office Supplies,0,6.003,5,13.05,East
US-2021-135020,5/28/2020,Maxwell Schwartz,Office Supplies,0.2,2.0574,2,6.096,East
US-2021-135020,5/28/2020,Maxwell Schwartz,Office Supplies,0,21.7728,7,45.36,East
US-2021-135020,5/28/2020,Maxwell Schwartz,Office Supplies,0,160.623,3,535.41,East
US-2021-135020,5/28/2020,Maxwell Schwartz,Technology,0,13.3371,1,45.99,East
US-2021-149601,5/28/2020,Trudy Brown,Office Supplies,0,21.714,5,77.55,East
US-2021-149601,5/28/2020,Trudy Brown,Office Supplies,0,2.436,1,16.24,East
US-2021-104297,5/29/2020,Chad Cunningham,Office Supplies,0.2,28.7064,3,85.056,East
US-2021-111339,5/29/2020,Victoria Pisteka,Furniture,0.3,-86.0586,3,317.058,East
US-2021-111339,5/29/2020,Victoria Pisteka,Furniture,0.2,-4.1568,4,41.568,East
US-2021-111339,5/29/2020,Victoria Pisteka,Office Supplies,0.2,2.9145,5,8.04,East
US-2021-120880,5/29/2020,John Lucas,Office Supplies,0.2,62.91,5,167.76,West
US-2021-120880,5/29/2020,John Lucas,Office Supplies,0,15.552,5,32.4,West
US-2021-120880,5/29/2020,John Lucas,Office Supplies,0,140.5482,3,540.57,West
US-2021-168277,5/29/2020,Karl Braun,Office Supplies,0,5.6994,3,12.39,Central
US-2021-103177,5/30/2020,Edward Nazzal,Office Supplies,0,44.8896,2,160.32,East
US-2021-103177,5/30/2020,Edward Nazzal,Technology,0,3.8655,3,128.85,East
US-2021-103177,5/30/2020,Edward Nazzal,Technology,0,2.3997,3,239.97,East
US-2021-163923,5/30/2020,Brendan Dodson,Technology,0,36.4704,4,151.96,South
US-2021-100818,5/31/2020,Janet Molinari,Furniture,0.6,-61.872,2,51.56,Central
US-2021-100818,5/31/2020,Janet Molinari,Office Supplies,0.8,-6.237,3,3.564,Central
US-2021-100818,5/31/2020,Janet Molinari,Office Supplies,0.2,1.9926,2,5.904,Central
US-2021-100818,5/31/2020,Janet Molinari,Office Supplies,0.2,54.215,7,173.488,Central
US-2021-120677,5/31/2020,Bill Donatelli,Furniture,0,770.352,8,2567.84,Central
US-2021-124919,5/31/2020,Stephanie Phelps,Office Supplies,0,26.271,7,58.38,West
US-2021-124919,5/31/2020,Stephanie Phelps,Office Supplies,0,48.5392,4,105.52,West
US-2021-124919,5/31/2020,Stephanie Phelps,Office Supplies,0,21.0288,6,80.88,West
US-2021-133627,5/31/2020,Sample Company A,Furniture,0,9.102,6,22.2,East
US-2021-136224,5/31/2020,Muhammed Lee,Office Supplies,0.2,1.1556,3,10.272,South
US-2021-147788,5/31/2020,Tamara Manning,Furniture,0,140.686,7,1406.86,West
US-2021-147788,5/31/2020,Tamara Manning,Office Supplies,0,7.56,5,15.75,West
US-2021-147788,5/31/2020,Tamara Manning,Office Supplies,0,61.389,2,323.1,West
US-2021-149748,5/31/2020,Elizabeth Moffitt,Furniture,0,2.9808,2,8.28,East
US-2021-149748,5/31/2020,Elizabeth Moffitt,Office Supplies,0,134.652,5,274.8,East
US-2021-149748,5/31/2020,Elizabeth Moffitt,Office Supplies,0,16.7886,1,62.18,East
US-2021-156153,5/31/2020,Carl Weiss,Office Supplies,0,0.3024,6,7.56,East
US-2021-132836,6/1/2020,Ashley Jarboe,Office Supplies,0,181.656,6,403.68,Central
US-2021-132836,6/1/2020,Ashley Jarboe,Office Supplies,0,13.2986,7,28.91,Central
US-2021-132836,6/1/2020,Ashley Jarboe,Technology,0,83.9944,2,299.98,Central
US-2021-132836,6/1/2020,Ashley Jarboe,Technology,0,11.732,2,41.9,Central
US-2021-161242,6/1/2020,Catherine Glotzbach,Office Supplies,0,5.7624,2,11.76,West
US-2021-163685,6/1/2020,Katrina Edelman,Office Supplies,0.8,-9.1648,8,5.728,Central
US-2021-163685,6/1/2020,Katrina Edelman,Office Supplies,0.2,13.2,10,42.24,Central
US-2021-142020,6/4/2020,Tracy Collins,Furniture,0,11.9952,3,35.28,East
US-2021-142020,6/4/2020,Tracy Collins,Office Supplies,0,14.3068,4,30.44,East
US-2021-158491,6/4/2020,Becky Pak,Technology,0,35.994,2,119.98,West
US-2021-158491,6/4/2020,Becky Pak,Technology,0,395.988,3,989.97,West
US-2021-164833,6/4/2020,Lauren Leatherbury,Office Supplies,0,3.0558,2,9.26,West
US-2021-164833,6/4/2020,Lauren Leatherbury,Office Supplies,0,3.4686,2,7.38,West
US-2021-115168,6/5/2020,Brenda Bowman,Office Supplies,0,4.752,2,10.56,Central
US-2021-166947,6/5/2020,Edward Becker,Furniture,0.1,169.182,9,1522.638,East
US-2021-142041,6/7/2020,Eleni McCrary,Office Supplies,0.2,2.632,5,7.52,West
US-2021-157343,6/7/2020,Harold Dahlen,Office Supplies,0.2,1.002,3,8.016,East
US-2021-157343,6/7/2020,Harold Dahlen,Office Supplies,0.7,-12.208,4,18.312,East
US-2021-157343,6/7/2020,Harold Dahlen,Office Supplies,0.2,9.072,5,25.92,East
US-2021-162201,6/8/2020,Andrew Gjertsen,Furniture,0.2,45.4671,7,173.208,South
US-2021-162201,6/8/2020,Andrew Gjertsen,Office Supplies,0.2,0.3336,2,4.448,South
US-2021-162201,6/8/2020,Andrew Gjertsen,Office Supplies,0.7,-13.3936,2,18.264,South
US-2021-162201,6/8/2020,Andrew Gjertsen,Office Supplies,0.2,3.15,3,9,South
US-2021-162201,6/8/2020,Andrew Gjertsen,Office Supplies,0.2,13.2,10,42.24,South
US-2021-162201,6/8/2020,Andrew Gjertsen,Office Supplies,0.2,54.215,7,173.488,South
US-2021-162201,6/8/2020,Andrew Gjertsen,Office Supplies,0.2,-6.462,4,516.96,South
US-2021-164007,6/8/2020,Maureen Gnade,Office Supplies,0.8,-393.602,2,143.128,Central
US-2021-164007,6/8/2020,Maureen Gnade,Technology,0.2,0.7425,3,2.376,Central
US-2021-101868,6/9/2020,Max Jones,Office Supplies,0.7,-26.964,3,38.52,South
US-2021-101868,6/9/2020,Max Jones,Office Supplies,0.7,-42.8,5,64.2,South
US-2021-101868,6/9/2020,Max Jones,Technology,0.2,-8.1675,5,72.6,South
US-2021-110947,6/9/2020,Anthony Garverick,Office Supplies,0,56.55,3,113.1,South
US-2021-141012,6/9/2020,Trudy Glocke,Furniture,0,92.3936,4,355.36,West
US-2021-141012,6/9/2020,Trudy Glocke,Technology,0.2,8.7735,3,140.376,West
US-2021-144190,6/9/2020,Nathan Cano,Office Supplies,0,6.2208,2,12.96,Central
US-2021-121720,6/11/2020,Jim Epp,Furniture,0.2,-182.637,5,1123.92,South
US-2021-121720,6/11/2020,Jim Epp,Furniture,0.2,7.3008,3,48.672,South
US-2021-121720,6/11/2020,Jim Epp,Office Supplies,0.2,7.596,2,60.768,South
US-2021-121720,6/11/2020,Jim Epp,Office Supplies,0.7,-3.14,2,3.768,South
US-2021-121720,6/11/2020,Jim Epp,Office Supplies,0.7,-62.88,5,78.6,South
US-2021-121720,6/11/2020,Jim Epp,Office Supplies,0.2,51.8312,2,1036.624,South
US-2021-121720,6/11/2020,Jim Epp,Office Supplies,0.2,21.1428,4,563.808,South
US-2021-121720,6/11/2020,Jim Epp,Technology,0.2,31.198,2,249.584,South
US-2021-123960,6/11/2020,Brian Dahlen,Furniture,0,10.7892,2,29.16,South
US-2021-123960,6/11/2020,Brian Dahlen,Office Supplies,0,15.764,2,56.3,South
US-2021-123960,6/11/2020,Brian Dahlen,Office Supplies,0,16.6796,7,36.26,South
US-2021-123960,6/11/2020,Brian Dahlen,Office Supplies,0,15.552,5,32.4,South
US-2021-123960,6/11/2020,Brian Dahlen,Technology,0,10.203,6,53.7,South
US-2021-104115,6/12/2020,Jonathan Howell,Technology,0.2,4.1988,2,55.984,South
US-2021-131779,6/12/2020,Laurel Elliston,Office Supplies,0,5.083,5,29.9,East
US-2021-136105,6/12/2020,Sam Zeldin,Office Supplies,0,6.8768,2,24.56,Central
US-2021-139850,6/12/2020,Giulietta Baptist,Furniture,0.2,4.3296,2,43.296,East
US-2021-139850,6/12/2020,Giulietta Baptist,Office Supplies,0.2,7.2576,4,20.736,East
US-2021-104059,6/13/2020,Frank Carlisle,Office Supplies,0.2,0.2996,1,3.424,East
US-2021-104941,6/13/2020,Dave Hallsten,Office Supplies,0,6.9384,6,24.78,South
US-2021-104941,6/13/2020,Dave Hallsten,Office Supplies,0,8.8044,3,19.14,South
US-2021-104941,6/13/2020,Dave Hallsten,Office Supplies,0,15.552,5,32.4,South
US-2021-104941,6/13/2020,Dave Hallsten,Technology,0,314.9895,3,899.97,South
US-2021-127418,6/13/2020,Jennifer Jackson,Office Supplies,0.2,13.734,3,36.624,West
US-2021-137281,6/13/2020,Barbara Fisher,Office Supplies,0,3.1104,1,6.48,South
US-2021-155054,6/13/2020,Penelope Sewall,Office Supplies,0,13.428,2,29.84,East
US-2021-155054,6/13/2020,Penelope Sewall,Office Supplies,0,3.8822,2,8.26,East
US-2021-155054,6/13/2020,Penelope Sewall,Technology,0,14.9556,2,67.98,East
US-2021-120439,6/14/2020,Alan Dominguez,Furniture,0.2,5.1072,6,51.072,East
US-2021-106495,6/15/2020,Amy Cox,Technology,0.2,-0.7295,1,11.672,South
US-2021-129896,6/15/2020,Peter Fuller,Furniture,0.2,11.0704,4,40.256,West
US-2021-129896,6/15/2020,Peter Fuller,Furniture,0.2,-36.4704,6,364.704,West
US-2021-129896,6/15/2020,Peter Fuller,Office Supplies,0.2,2.99,2,9.568,West
US-2021-129896,6/15/2020,Peter Fuller,Office Supplies,0.2,-19.5624,2,82.368,West
US-2021-164567,6/15/2020,Grace Kelly,Technology,0.2,22.5576,3,225.576,West
US-2021-118955,6/16/2020,Lycoris Saunders,Furniture,0.3,-25.3764,2,197.372,Central
US-2021-118955,6/16/2020,Lycoris Saunders,Office Supplies,0.2,9.3444,3,28.752,Central
US-2021-118955,6/16/2020,Lycoris Saunders,Office Supplies,0.2,9.8658,3,27.216,Central
US-2021-163825,6/16/2020,Lena Creighton,Office Supplies,0.2,1143.891,3,3050.376,East
US-2021-163825,6/16/2020,Lena Creighton,Technology,0,33.495,2,133.98,East
US-2021-167269,6/16/2020,Philip Brown,Office Supplies,0.2,2.1728,2,6.208,East
US-2021-122287,6/18/2020,Skye Norling,Furniture,0.2,20.724,5,75.36,West
US-2021-122287,6/18/2020,Skye Norling,Office Supplies,0.7,-6.104,2,9.156,West
US-2021-122287,6/18/2020,Skye Norling,Office Supplies,0.7,-3.3264,7,4.536,West
US-2021-122287,6/18/2020,Skye Norling,Office Supplies,0.2,4.3326,3,11.952,West
US-2021-133242,6/18/2020,Keith Herrera,Furniture,0,19.4688,3,60.84,South
US-2021-133242,6/18/2020,Keith Herrera,Office Supplies,0,16.608,2,34.6,South
US-2021-133242,6/18/2020,Keith Herrera,Office Supplies,0,15.8496,2,33.02,South
US-2021-133242,6/18/2020,Keith Herrera,Office Supplies,0,58.5052,2,450.04,South
US-2021-133242,6/18/2020,Keith Herrera,Technology,0,140.391,3,467.97,South
US-2021-147011,6/18/2020,Harold Ryan,Office Supplies,0.2,3.5784,4,13.632,South
US-2021-154200,6/18/2020,Bruce Geld,Office Supplies,0,15.0742,2,51.98,West
US-2021-156734,6/18/2020,Benjamin Venier,Furniture,0.2,56.2744,4,643.136,South
US-2021-156734,6/18/2020,Benjamin Venier,Office Supplies,0.7,-4.4946,3,6.129,South
US-2021-156734,6/18/2020,Benjamin Venier,Office Supplies,0.2,7.2576,4,20.736,South
US-2021-111864,6/19/2020,Paul Prost,Office Supplies,0.2,1.9926,2,5.904,East
US-2021-121965,6/19/2020,Logan Haushalter,Furniture,0,4.0192,2,12.56,West
US-2021-121965,6/19/2020,Logan Haushalter,Office Supplies,0,87.7443,3,186.69,West
